Name,Age,Height,Reach,Sig. Str. Landed Per Min,Sig. Str. Absorbed Per Min,Takedown avg Per 15 Min,Submission avg Per 15 Min,Sig. Str. Defense (%),Takedown Defense (%),Knockdown Avg,Average fight time (secs),Sig. Str. By Position (Standing),Sig. Str. By Position (Clinch),Sig. Str. By Position (Ground),Win by Method (KO/TKO),Win by Method (Decision),Win by Method (Sub),Striking accuracy (%),Takedown Accuracy (%),Wins,Losses,Draws,Style_Boxing,Style_Brawler,Style_Brazilian Jiu-Jitsu,Style_Freestyle,Style_Grappler,Style_Jiu-Jitsu,Style_Judo,Style_Karate,Style_Kickboxer,Style_Kung Fu,Style_Kung-Fu,Style_MMA,Style_Muay Thai,Style_Sambo,Style_Striker,Style_Wrestler,Style_Wrestling,Style_Taekwondo
Nariman Abbassov,0.375,0.8881698783994927,0.4571483784237942,0.3070624360286592,0.108,0.0,0.0,0.46,0.4240506329113924,0.0,0.8211678832116788,0.0151975683890577,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0476190476190476,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Hamdy Abdelwahab,0.4166666666666667,0.9367088607594936,0.4318181818181821,0.3961105424769703,0.0596190476190476,0.1244296972210701,0.0,0.59,0.0063291139240506,1.0,0.0273722627737226,0.0006754474839581,0.0736543909348442,0.0144092219020172,0.0,0.0,0.53,0.75,0.05,0.0,0.0,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,
Israel Adesanya,0.625,0.9620253164556962,0.7954545454545459,0.4022517911975435,0.0592380952380952,0.0020738282870178,0.0161637931034482,0.56,0.4936708860759493,0.0007444444444444,1.0,0.3552853765619723,0.1699716713881019,0.1037463976945244,0.6153846153846154,0.1194029850746268,0.0,0.48,0.14,0.631578947368421,0.1428571428571428,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
Fabio Agu,0.625,0.8881698783994927,0.4571483784237942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1135651894611932,0.1974874970231007,0.0545954438334642,0.106609907120743,0.4395820433436532,0.295953488372093,0.3053122697880003,0.1863523187052598,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Jesus Aguilar,0.3333333333333332,0.810126582278481,0.0,0.1525076765609007,0.0211428571428571,0.0788054749066777,0.1540948275862069,0.59,0.2531645569620253,0.0005333333333333,0.4315693430656934,0.0077676460655184,0.0169971671388102,0.0518731988472622,0.0384615384615384,0.044776119402985,0.06,0.51,0.33,0.2631578947368421,0.0952380952380952,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
Nick Aguirre,0.2916666666666667,0.8734177215189873,0.5227272727272729,0.074718526100307,0.055047619047619,0.0481128162588137,0.0625,0.46,0.2088607594936709,0.0,0.7107664233576642,0.0060790273556231,0.0028328611898017,0.0,0.1153846153846153,0.0,0.04,0.34,0.2,0.1842105263157894,0.0952380952380952,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
Abdul-Kareem Al-Selwady,0.3333333333333332,0.8607594936708861,0.2954545454545454,0.4237461617195496,0.0685714285714285,0.0962256325176275,0.0,0.59,0.1265822784810126,0.0,0.7071167883211679,0.0344478216818642,0.0141643059490084,0.0,0.3076923076923077,0.0746268656716417,0.02,0.35,0.31,0.3947368421052631,0.1904761904761904,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
Herdem Alacabek,0.5,0.9367088607594936,0.5454545454545454,0.3930399181166837,0.1268571428571428,0.0854417254251348,0.0,0.23,0.2721518987341772,0.0,0.7974452554744526,0.0081053698074974,0.0736543909348442,0.0172910662824207,0.0,0.0,0.0,0.66,0.5,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Amir Albazi,0.4166666666666667,0.8227848101265822,0.25,0.2865916069600819,0.0584761904761904,0.0709249274160099,0.0786637931034482,0.63,0.2531645569620253,0.0005444444444444,0.6733576642335766,0.0469436001350895,0.0084985835694051,0.0864553314121037,0.1923076923076923,0.044776119402985,0.09,0.39,0.33,0.4473684210526315,0.0476190476190476,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
Jose Alday,0.4583333333333332,0.8481012658227848,0.25,0.3203684749232344,0.0596190476190476,0.0,0.0,0.59,0.360759493670886,0.0,0.8211678832116788,0.0148598446470786,0.0084985835694051,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0476190476190476,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
José Aldo,0.7083333333333333,0.8481012658227848,0.3409090909090913,0.3715455475946776,0.071047619047619,0.0211530485275819,0.0161637931034482,0.61,0.5822784810126582,0.0004444444444444,0.7791970802919708,0.4376899696048632,0.1643059490084986,0.4149855907780979,0.6538461538461539,0.1940298507462686,0.01,0.47,0.54,0.8421052631578947,0.3809523809523809,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
Lucas Alexander,0.3333333333333332,0.8987341772151899,0.4772727272727275,0.5353121801432958,0.0348571428571428,0.0,0.0,0.71,0.360759493670886,0.0009,0.3385036496350365,0.0303951367781155,0.0028328611898017,0.0172910662824207,0.1153846153846153,0.0746268656716417,0.0,0.55,0.0,0.2105263157894736,0.1904761904761904,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,
Marcio Alexandre,0.5833333333333333,0.9240506329113924,0.5681818181818183,0.1647901740020471,0.055047619047619,0.0145167980091248,0.0765086206896551,0.42,0.4240506329113924,0.0,0.5784671532846715,0.0172239108409321,0.0254957507082153,0.0230547550432276,0.3846153846153846,0.0149253731343283,0.02,0.45,0.2,0.3421052631578947,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Bill Algeo,0.625,0.9113924050632912,0.4772727272727275,0.601842374616172,0.0834285714285714,0.0427208627125674,0.011853448275862,0.47,0.3481012658227848,0.0002555555555555,0.6523722627737226,0.2120905099628504,0.2266288951841359,0.1815561959654178,0.1538461538461538,0.0895522388059701,0.07,0.52,0.5,0.4736842105263157,0.4285714285714285,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Abdul Razak Alhassan,0.75,0.8860759493670886,0.4772727272727275,0.3705220061412487,0.0756190476190476,0.0364993778515138,0.0193965517241379,0.56,0.3291139240506329,0.0019555555555555,0.3330291970802919,0.0715974332995609,0.1359773371104816,0.1383285302593659,0.4615384615384615,0.0,0.0,0.5,0.38,0.3157894736842105,0.2857142857142857,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,
Nurullo Aliev,0.0833333333333333,0.8860759493670886,0.4318181818181821,0.255885363357216,0.0087619047619047,0.1269182911654915,0.0,0.59,0.0,0.6533333333333333,0.0018248175182481,0.0,0.1331444759206799,0.0057636887608069,0.2307692307692307,0.0,0.51,0.44,0.09,0.0,0.0,0.0699588477366255,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
Ikram Aliskerov,0.4583333333333332,0.9113924050632912,0.6136363636363638,0.7195496417604914,0.1384761904761904,0.0754873496474492,0.1961206896551724,0.36,0.0230379746835443,0.1377777777777777,0.0510948905109489,0.0006754474839581,0.0,0.0172910662824207,0.1538461538461538,0.0746268656716417,0.6,0.33,0.15,0.0526315789473684,0.0,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,
Leon Aliu,0.5416666666666667,0.8881698783994927,0.4571483784237942,0.646878198567042,0.1925714285714286,0.0,0.0,0.38,0.0,0.1055555555555555,0.0063868613138686,0.0010131712259371,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0263157894736842,0.0,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Brendan Allen,0.3333333333333332,0.9367088607594936,0.5681818181818183,0.4073694984646878,0.0729523809523809,0.0721692243882206,0.1540948275862069,0.47,0.3734177215189873,0.0004555555555555,0.5337591240875912,0.1506247889226612,0.1104815864022663,0.2795389048991354,0.1923076923076923,0.0746268656716417,0.14,0.54,0.47,0.631578947368421,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
Arnold Allen,0.4166666666666667,0.8607594936708861,0.3409090909090913,0.353121801432958,0.0548571428571428,0.0385732061385317,0.0366379310344827,0.62,0.4746835443037974,0.0002777777777777,0.7454379562043796,0.1854103343465045,0.0764872521246459,0.100864553314121,0.2692307692307693,0.1343283582089552,0.04,0.42,0.48,0.5263157894736842,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
Asu Almabayev,0.4166666666666667,0.810126582278481,0.1136363636363637,0.2415557830092118,0.019047619047619,0.2770634591455827,0.2543103448275862,0.59,0.0,0.8488888888888889,0.0328467153284671,0.0043904086457277,0.1161473087818697,0.0086455331412103,0.2692307692307693,0.1343283582089552,0.62,0.5700000000000001,0.2,0.0526315789473684,0.0,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Bekzat Almakhan,0.25,0.8481012658227848,0.25,0.0204708290685772,0.0862857142857143,0.0,0.0,0.31,0.0063291139240506,1.0,0.0027372262773722,0.0,0.0,0.0259365994236311,0.0384615384615384,0.0149253731343283,0.19,0.11,0.02,0.0,0.1863523187052598,0.0699588477366255,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,
Jailton Almeida,0.5416666666666667,0.9493670886075948,0.75,0.2517911975435005,0.0137142857142857,0.2841144753214433,0.2801724137931035,0.4,0.4746835443037974,0.0,0.385948905109489,0.0037149611617696,0.0084985835694051,0.409221902017291,0.2692307692307693,0.0,0.13,0.64,0.59,0.5526315789473684,0.1428571428571428,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Victor Altamirano,0.5416666666666667,0.8607594936708861,0.3409090909090913,0.4657113613101331,0.0704761904761904,0.1422646204894234,0.0,0.54,0.3987341772151899,0.0002111111111111,0.718065693430657,0.0857818304626815,0.1331444759206799,0.1642651296829971,0.0769230769230769,0.0746268656716417,0.04,0.5700000000000001,0.39,0.3157894736842105,0.1904761904761904,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,
Jaime Alvarez,0.625,0.8607594936708861,0.2954545454545454,0.2794268167860798,0.0862857142857143,0.0414765657403567,0.0,0.5700000000000001,0.3164556962025316,0.0,0.8211678832116788,0.0087808172914555,0.0,0.0432276657060518,0.1538461538461538,0.0298507462686567,0.01,0.4,0.33,0.1842105263157894,0.0476190476190476,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Joel Álvarez,0.4583333333333332,0.9367088607594936,0.6590909090909092,0.4493346980552712,0.064,0.0,0.1325431034482758,0.51,0.2721518987341772,0.0002777777777777,0.4160583941605839,0.0712597095575819,0.1019830028328612,0.0576368876080691,0.1538461538461538,0.0,0.17,0.52,0.0,0.5526315789473684,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,
Hyder Amil,0.5833333333333333,0.8734177215189873,0.3409090909090913,0.6458546571136131,0.0424761904761904,0.0265450020738282,0.2079741379310345,0.62,0.4936708860759493,0.0007111111111111,0.4251824817518248,0.0378250591016548,0.0311614730878187,0.0691642651296829,0.2307692307692307,0.044776119402985,0.01,0.5700000000000001,0.33,0.2631578947368421,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
Eryk Anders,0.6666666666666667,0.9240506329113924,0.5681818181818183,0.3490276356192426,0.0794285714285714,0.0742430526752385,0.0075431034482758,0.51,0.5063291139240507,0.0005555555555555,0.6742700729927007,0.1431948665991219,0.5070821529745043,0.3227665706051873,0.3461538461538461,0.0746268656716417,0.01,0.47,0.26,0.4210526315789473,0.3809523809523809,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
Juan Andres Luna,0.2916666666666667,0.8481012658227848,0.4318181818181821,0.3346980552712385,0.0571428571428571,0.0,0.0,0.66,0.0,1.0,0.0447080291970802,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0263157894736842,0.0,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Julius Anglickas,0.4583333333333332,0.9493670886075948,0.5681818181818183,0.4728761514841351,0.0354285714285714,0.1854002488593944,0.1206896551724138,0.51,0.3797468354430379,0.0,0.7344890510948905,0.0050658561296859,0.1076487252124645,0.0259365994236311,0.0,0.0,0.0,0.78,0.5,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Chad Anheliger,0.7083333333333333,0.8354430379746836,0.0909090909090912,0.368474923234391,0.0592380952380952,0.0340107839070924,0.0657327586206896,0.54,0.2721518987341772,0.0006777777777777,0.8029197080291971,0.0628166160081053,0.1076487252124645,0.1152737752161383,0.2692307692307693,0.0298507462686567,0.03,0.46,0.31,0.3421052631578947,0.3333333333333333,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
Magomed Ankalaev,0.5,0.9493670886075948,0.5681818181818183,0.3725690890481065,0.0428571428571428,0.0423060970551638,0.0,0.59,0.5443037974683544,0.0007888888888888,0.6213503649635036,0.121918270854441,0.1388101983002833,0.3659942363112392,0.4230769230769231,0.1194029850746268,0.0,0.53,0.31,0.5,0.0476190476190476,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
Aoriqileng,0.4583333333333332,0.8481012658227848,0.2954545454545454,0.5435005117707267,0.1148571428571428,0.0601410203235172,0.0,0.48,0.3734177215189873,0.0004555555555555,0.5656934306569343,0.1073961499493414,0.065155807365439,0.1239193083573487,0.3076923076923077,0.2388059701492537,0.01,0.5,0.47,0.6578947368421052,0.4761904761904761,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Josh Appelt,0.8333333333333333,0.8860759493670886,0.4571483784237942,0.1381780962128966,0.219047619047619,0.0,0.0,0.33,0.2088607594936709,0.0,0.2427007299270072,0.0013508949679162,0.0056657223796034,0.0,0.0,0.0,0.0,0.4,0.0,0.3947368421052631,0.3333333333333333,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Julio Arce,0.5833333333333333,0.8481012658227848,0.3409090909090913,0.4462640736949847,0.058095238095238,0.019079220240564,0.0377155172413793,0.68,0.6075949367088608,0.0003888888888888,0.645985401459854,0.171225937183384,0.1246458923512748,0.0432276657060518,0.2307692307692307,0.1343283582089552,0.05,0.36,0.29,0.5,0.2857142857142857,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
Dan Argueta,0.4166666666666667,0.8481012658227848,0.25,0.2231320368474923,0.0361904761904761,0.1845707175445873,0.1691810344827586,0.52,0.360759493670886,0.0,0.6277372262773723,0.0256670043904086,0.0594900849858356,0.0806916426512968,0.0769230769230769,0.0298507462686567,0.04,0.46,0.49,0.2368421052631578,0.0952380952380952,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
Rheza Arianto,0.0833333333333333,0.8881698783994927,0.4571483784237942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1135651894611932,0.1974874970231007,0.0545954438334642,0.106609907120743,0.4395820433436532,0.295953488372093,0.3053122697880003,0.1863523187052598,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Eli Aronov,0.2916666666666667,0.8881698783994927,0.4571483784237942,0.9129989764585468,0.1236190476190476,0.5043550394027375,0.0,0.38,0.0,0.0822222222222222,0.0091240875912408,0.0,0.0028328611898017,0.0,0.0,0.0,0.6900000000000001,1.0,0.0,0.0263157894736842,0.0,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Yanal Ashmouz,0.3333333333333332,0.8734177215189873,0.2954545454545454,0.3152507676560901,0.1019047619047619,0.0381584404811281,0.0,0.59,0.3164556962025316,0.0,0.4452554744525547,0.0121580547112462,0.0028328611898017,0.0374639769452449,0.1538461538461538,0.0149253731343283,0.02,0.42,0.5,0.1842105263157894,0.0476190476190476,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
Ibo Aslan,0.2916666666666667,0.9493670886075948,0.6818181818181821,0.6990788126919141,0.0862857142857143,0.0,0.0,0.65,0.6329113924050633,0.0024,0.3804744525547445,0.0273556231003039,0.0226628895184136,0.0172910662824207,0.5,0.0,0.0,0.45,0.13,0.0263157894736842,0.0,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,
Tom Aspinall,0.4583333333333332,0.9746835443037974,0.7045454545454546,0.8259979529170932,0.055047619047619,0.1356283699709664,0.1756465517241379,0.65,0.6329113924050633,0.0045444444444444,0.1113138686131386,0.0273556231003039,0.0481586402266289,0.1440922190201729,0.4615384615384615,0.0,0.03,0.67,1.0,0.3947368421052631,0.1428571428571428,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
Jose Augusto,0.4583333333333332,0.8881698783994927,0.4571483784237942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1135651894611932,0.1974874970231007,0.0545954438334642,0.106609907120743,0.4395820433436532,0.295953488372093,0.3053122697880003,0.1863523187052598,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Ottman Azaitar,0.5416666666666667,0.8607594936708861,0.3863636363636367,0.5864892528147391,0.0944761904761904,0.0,0.0,0.48,0.6329113924050633,0.0014222222222222,0.1596715328467153,0.0145221209050996,0.0453257790368272,0.0230547550432276,0.3846153846153846,0.0149253731343283,0.02,0.52,0.13,0.0526315789473684,0.0,0.0699588477366255,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
Abdul Azeem Badakhshi,0.2916666666666667,0.8881698783994927,0.4571483784237942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1135651894611932,0.1974874970231007,0.0545954438334642,0.106609907120743,0.4395820433436532,0.295953488372093,0.3053122697880003,0.1863523187052598,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Ignacio Bahamondes,0.25,0.9493670886075948,0.5909090909090913,0.7318321392016377,0.0834285714285714,0.0,0.0387931034482758,0.58,0.5443037974683544,0.0006,0.6468978102189781,0.1857480580884836,0.093484419263456,0.0230547550432276,0.3846153846153846,0.0597014925373134,0.01,0.47,0.0,0.3947368421052631,0.238095238095238,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
Bryan Barberena,0.5833333333333333,0.9113924050632912,0.4545454545454546,0.5475946775844421,0.0874285714285714,0.0053919535462463,0.0290948275862069,0.44,0.3164556962025316,0.0004444444444444,0.6414233576642335,0.3029381965552178,0.5722379603399433,0.2651296829971181,0.4230769230769231,0.0746268656716417,0.02,0.48,0.22,0.4736842105263157,0.5714285714285714,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,
Edson Barboza,0.75,0.8987341772151899,0.5681818181818183,0.4206755373592631,0.0885714285714285,0.0186644545831605,0.0086206896551724,0.56,0.4620253164556962,0.0007333333333333,0.6678832116788321,0.4660587639311044,0.1841359773371104,0.1729106628242074,0.5384615384615385,0.1194029850746268,0.01,0.44,0.5,0.631578947368421,0.5714285714285714,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,
Raoni Barcelos,0.6666666666666667,0.8544303797468354,0.2045454545454545,0.534288638689867,0.0912380952380952,0.0771464122770634,0.0592672413793103,0.61,0.5379746835443038,0.0006111111111111,0.6833941605839415,0.1813576494427558,0.1303116147308781,0.3832853025936599,0.3076923076923077,0.1940298507462686,0.03,0.52,0.33,0.4736842105263157,0.238095238095238,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
Daniel Barez,0.5833333333333333,0.8354430379746836,0.1590909090909091,0.3889457523029683,0.1013333333333333,0.1688096225632517,0.1756465517241379,0.55,0.5822784810126582,0.0009,0.5045620437956204,0.0212765957446808,0.0141643059490084,0.0057636887608069,0.2692307692307693,0.0298507462686567,0.06,0.53,0.31,0.4210526315789473,0.2857142857142857,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
Danny Barlow,0.3333333333333332,0.9367088607594936,0.75,0.5854657113613101,0.0662857142857143,0.0,0.0,0.52,0.6329113924050633,0.0006,0.5036496350364963,0.0489699425869638,0.0198300283286118,0.0172910662824207,0.1923076923076923,0.0298507462686567,0.01,0.51,0.0,0.2368421052631578,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
Shonte Barnes,0.6666666666666667,0.8987341772151899,0.6136363636363638,0.2374616171954964,0.0295238095238095,0.0,0.0,0.68,0.3797468354430379,0.0,0.4251824817518248,0.0054035798716649,0.0056657223796034,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0476190476190476,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
James Barnes,0.875,0.8607594936708861,0.3863636363636367,0.0583418628454452,0.0575238095238095,0.0447946909995852,0.0,0.39,0.2531645569620253,0.0,0.427919708029197,0.0016886187098953,0.0084985835694051,0.0,0.0,0.0,0.0,0.35,0.17,0.0,0.0476190476190476,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Chris Barnett,0.7083333333333333,0.8734177215189873,0.5681818181818183,0.451381780962129,0.1118095238095238,0.0,0.0,0.41,0.2088607594936709,0.0005,0.458941605839416,0.0337723741979061,0.0311614730878187,0.1066282420749279,0.6923076923076923,0.0746268656716417,0.0,0.49,0.0,0.6052631578947368,0.3809523809523809,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Marc-Andre Barriault,0.5833333333333333,0.9240506329113924,0.5227272727272729,0.6264073694984648,0.108,0.0087100788054749,0.011853448275862,0.52,0.4240506329113924,0.0003555555555555,0.5903284671532847,0.1911516379601486,0.6402266288951841,0.1902017291066282,0.3846153846153846,0.0746268656716417,0.01,0.48,0.25,0.4210526315789473,0.3333333333333333,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,
Javid Basharat,0.3333333333333332,0.8734177215189873,0.2954545454545454,0.5547594677584442,0.0565714285714285,0.0705101617586063,0.0204741379310344,0.62,0.5443037974683544,0.0,0.7253649635036497,0.1077338736913205,0.0878186968838527,0.2334293948126801,0.1923076923076923,0.0298507462686567,0.06,0.54,0.41,0.3684210526315789,0.0476190476190476,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
Cameron Bates,0.4748552821997105,0.8881698783994927,0.4571483784237942,0.3765371881725433,0.0803091746962714,0.0619180661459999,0.0562519044233406,0.4850368188512518,0.3295918234186537,0.0818227295041728,0.4618844264321726,0.0803673081428228,0.0966927701544097,0.1135651894611932,0.1974874970231007,0.0545954438334642,0.106609907120743,0.4395820433436532,0.295953488372093,0.3053122697880003,0.1863523187052598,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Bryan Battle,0.375,0.9240506329113924,0.6590909090909092,0.4626407369498465,0.0712380952380952,0.0464537536291995,0.0603448275862069,0.45,0.3037974683544304,0.0006222222222222,0.4206204379562043,0.0672070246538331,0.1161473087818697,0.0086455331412103,0.1153846153846153,0.0298507462686567,0.06,0.52,0.29,0.2894736842105263,0.0952380952380952,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
Mario Bautista,0.4583333333333332,0.8734177215189873,0.4318181818181821,0.5823950870010236,0.076,0.0933222729158025,0.1120689655172414,0.54,0.4240506329113924,0.0001888888888888,0.4744525547445255,0.1263086795001688,0.2436260623229461,0.0951008645533141,0.1153846153846153,0.0746268656716417,0.06,0.49,0.45,0.3684210526315789,0.0952380952380952,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
Donavan Beard,0.5416666666666667,0.8881698783994927,0.4571483784237942,0.0,0.1099047619047619,0.0,0.0,0.29,0.0,0.0577777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.1863523187052598,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Rolando Bedoya,0.2916666666666667,0.8987341772151899,0.5227272727272729,0.7461617195496418,0.1215238095238095,0.0,0.0,0.53,0.2088607594936709,0.0,0.8211678832116788,0.1026680175616345,0.0679886685552408,0.0,0.1538461538461538,0.1044776119402985,0.03,0.49,0.0,0.3684210526315789,0.1904761904761904,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,
Allan Begosso,0.2916666666666667,0.8881698783994927,0.4571483784237942,0.1842374616171955,0.1472380952380952,0.0,0.2155172413793103,0.34,0.1582278481012658,0.0,0.8211678832116788,0.0040526849037487,0.0056657223796034,0.0374639769452449,0.0,0.0,0.0,0.4,0.0,0.0263157894736842,0.0,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Yousri Belgaroui,0.4583333333333332,0.8881698783994927,0.4571483784237942,0.2251791197543501,0.0609523809523809,0.0,0.0,0.51,0.4746835443037974,0.0,0.8211678832116788,0.0108071597433299,0.0028328611898017,0.0,0.0,0.0,0.0,0.48,0.0,0.0263157894736842,0.0,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Cody Belisle,0.4166666666666667,0.8881698783994927,0.4571483784237942,0.3765371881725433,0.0803091746962714,0.0619180661459999,0.0562519044233406,0.4850368188512518,0.3295918234186537,0.0818227295041728,0.4618844264321726,0.0803673081428228,0.0966927701544097,0.1135651894611932,0.1974874970231007,0.0545954438334642,0.106609907120743,0.4395820433436532,0.295953488372093,0.3053122697880003,0.1863523187052598,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Gabriel Benitez,0.625,0.8607594936708861,0.3863636363636367,0.5383828045035824,0.0855238095238095,0.0091248444628784,0.0926724137931034,0.64,0.3544303797468354,0.0004777777777777,0.5072992700729927,0.2222222222222222,0.0538243626062322,0.1556195965417867,0.3461538461538461,0.0597014925373134,0.1,0.42,0.5,0.6052631578947368,0.6190476190476191,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,
Khadzhimurat Bestaev,0.5833333333333333,0.8881698783994927,0.4571483784237942,0.6294779938587514,0.1904761904761905,0.0,0.0,0.43,0.0,0.0866666666666666,0.0072992700729927,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.01,0.0,0.1863523187052598,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Blake Bilder,0.5416666666666667,0.8881698783994927,0.4571483784237942,0.3899692937563971,0.079047619047619,0.0128577353795105,0.0668103448275862,0.54,0.4493670886075949,0.0,0.6605839416058394,0.0570753123944613,0.0368271954674221,0.0057636887608069,0.0384615384615384,0.0298507462686567,0.04,0.48,0.08,0.2105263157894736,0.0952380952380952,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
Chris Birchler,0.6666666666666667,0.9493670886075948,0.4571483784237942,0.9570112589559876,0.2824761904761905,0.0,0.0,0.35,0.0,0.2922222222222222,0.0374087591240875,0.0,0.0,0.0,0.0,0.0,0.47,0.07,0.04,0.0,0.1863523187052598,0.0699588477366255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
