Name,Age,Height,Reach,Sig. Str. Landed Per Min,Sig. Str. Absorbed Per Min,Takedown avg Per 15 Min,Submission avg Per 15 Min,Sig. Str. Defense (%),Takedown Defense (%),Knockdown Avg,Average fight time (secs),Sig. Str. By Position (Standing),Sig. Str. By Position (Clinch),Sig. Str. By Position (Ground),Win by Method (KO/TKO),Win by Method (Decision),Win by Method (Sub),Striking accuracy (%),Takedown Accuracy (%),Wins,Losses,Draws,Style_Boxing,Style_Brawler,Style_Brazilian Jiu-Jitsu,Style_Freestyle,Style_Grappler,Style_Jiu-Jitsu,Style_Judo,Style_Karate,Style_Kickboxer,Style_Kung Fu,Style_Kung-Fu,Style_MMA,Style_Muay Thai,Style_Sambo,Style_Striker,Style_Wrestler,Style_Wrestling
Ricky Calatayud,0.8333333333333333,0.8881698783994927,0.4571483784237942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11356518946119323,0.19748749702310076,0.054595443833464256,0.10660990712074303,0.43958204334365325,0.29595348837209307,0.3053122697880003,0.18635231870525987,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Charlie Campbell,0.33333333333333326,0.9113924050632911,0.4545454545454546,0.5680655066530195,0.07104761904761905,0.12235586893405227,0.0,0.55,0.44936708860759494,0.0008222222222222222,0.37135036496350365,0.030057413036136443,0.0623229461756374,0.005763688760806916,0.23076923076923078,0.04477611940298507,0.0,0.54,0.4,0.23684210526315788,0.09523809523809523,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Aleksa Camur,0.29166666666666674,0.9240506329113924,0.5227272727272729,0.4841351074718527,0.08114285714285714,0.019079220240564083,0.0,0.54,0.31645569620253167,0.0002555555555555556,0.7208029197080291,0.07429922323539345,0.1784702549575071,0.08069164265129683,0.19230769230769232,0.014925373134328358,0.0,0.5700000000000001,0.22,0.15789473684210525,0.14285714285714285,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Carlos Candelario,0.5,0.8607594936708861,0.25,0.40634595701125903,0.09847619047619048,0.09456656988801326,0.030172413793103453,0.44,0.34177215189873417,0.0,0.7208029197080291,0.04761904761904762,0.0453257790368272,0.14985590778097982,0.07692307692307693,0.04477611940298507,0.03,0.47000000000000003,0.36,0.21052631578947367,0.14285714285714285,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Jared Cannonier,0.8333333333333333,0.8987341772151899,0.6818181818181821,0.47287615148413514,0.07980952380952383,0.019493985897967647,0.0,0.58,0.3924050632911392,0.0003777777777777778,0.7171532846715328,0.2833502195204323,0.3229461756373938,0.2190201729106628,0.38461538461538464,0.05970149253731343,0.02,0.52,0.47000000000000003,0.4473684210526315,0.3333333333333333,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Clayton Carpenter,0.29166666666666674,0.8354430379746836,0.15909090909090917,0.4605936540429888,0.05428571428571429,0.10244711737868105,0.2661637931034483,0.61,0.0,0.6077777777777778,0.053832116788321165,0.0013508949679162446,0.053824362606232294,0.005763688760806916,0.07692307692307693,0.029850746268656716,0.52,0.5,0.07,0.0,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jack Cartwright,0.375,0.8881698783994927,0.4571483784237942,0.08188331627430911,0.06342857142857143,0.2488593944421402,0.21551724137931036,0.3,0.0,1.0,0.0072992700729927005,0.00033772374197906115,0.0084985835694051,0.0,0.0,0.0,0.39,0.67,0.0,0.02631578947368421,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Henry Cejudo,0.7083333333333333,0.810126582278481,0.06818181818181834,0.3858751279426817,0.06266666666666668,0.08253836582330983,0.01724137931034483,0.6,0.4810126582278481,0.00044444444444444447,0.7372262773722628,0.15535292131036813,0.42492917847025496,0.2910662824207493,0.3076923076923077,0.11940298507462686,0.0,0.47000000000000003,0.32,0.42105263157894735,0.19047619047619047,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Vinicius Cenci,0.29166666666666674,0.8881698783994927,0.4571483784237942,0.2968270214943705,0.05123809523809524,0.0667772708419743,0.0,0.62,0.0,0.62,0.020072992700729927,0.0016886187098953058,0.0,0.0,0.0,0.0,0.48,0.5,0.0,0.02631578947368421,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Edgar Chairez,0.33333333333333326,0.8481012658227848,0.3863636363636367,0.27533265097236437,0.07809523809523809,0.0,0.1788793103448276,0.44,0.26582278481012656,0.00046666666666666666,0.4936131386861314,0.03174603174603175,0.0,0.008645533141210374,0.15384615384615385,0.0,0.07,0.49,0.11,0.13157894736842105,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Michael Chandler,0.75,0.8607594936708861,0.40909090909090917,0.5005117707267144,0.08723809523809525,0.09000414765657404,0.09375,0.46,0.44936708860759494,0.0007222222222222223,0.4233576642335766,0.07362377575143533,0.059490084985835696,0.2881844380403458,0.42307692307692313,0.07462686567164178,0.07,0.46,0.38,0.6052631578947368,0.38095238095238093,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Morgan Charriere,0.33333333333333326,0.8607594936708861,0.2954545454545454,0.40736949846468784,0.08076190476190477,0.06594773952716716,0.08620689655172414,0.55,0.5569620253164557,0.0008888888888888889,0.5164233576642335,0.023640661938534282,0.014164305949008499,0.0,0.42307692307692313,0.07462686567164178,0.03,0.49,0.4,0.5,0.47619047619047616,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Michael Chiesa,0.6666666666666667,0.9240506329113924,0.5909090909090913,0.1903787103377687,0.03276190476190476,0.13894649523019495,0.11099137931034483,0.54,0.3860759493670886,9.999999999999999e-05,0.5036496350364963,0.0634920634920635,0.1161473087818697,0.2737752161383285,0.0,0.1044776119402985,0.12,0.4,0.51,0.5,0.3333333333333333,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Giga Chikadze,0.625,0.9113924050632911,0.5227272727272729,0.40122824974411464,0.06666666666666668,0.008710078805474907,0.022629310344827586,0.61,0.4430379746835443,0.0006888888888888888,0.7253649635036497,0.17325227963525838,0.0311614730878187,0.13832853025936598,0.34615384615384615,0.07462686567164178,0.01,0.42,0.33,0.39473684210526316,0.19047619047619047,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
SeungGuk Choi,0.25,0.8354430379746836,0.06818181818181834,0.27533265097236437,0.05123809523809524,0.04230609705516383,0.0,0.66,0.46835443037974683,0.00023333333333333333,0.8010948905109488,0.057413036136440394,0.019830028328611898,0.05763688760806916,0.07692307692307693,0.05970149253731343,0.0,0.43,0.28,0.18421052631578946,0.14285714285714285,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Dooho Choi,0.5416666666666667,0.8860759493670886,0.3409090909090913,0.451381780962129,0.08552380952380953,0.031107424305267525,0.08081896551724138,0.55,0.3037974683544304,0.0011,0.4124087591240876,0.06585612968591692,0.0906515580736544,0.11239193083573486,0.46153846153846156,0.029850746268656716,0.01,0.54,0.38,0.39473684210526316,0.19047619047619047,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Devin Clark,0.5416666666666667,0.9113924050632911,0.5681818181818183,0.3101330603889457,0.06171428571428572,0.09000414765657404,0.008620689655172415,0.44,0.37341772151898733,0.0002555555555555556,0.6240875912408759,0.1033434650455927,0.5155807365439093,0.2881844380403458,0.15384615384615385,0.11940298507462686,0.01,0.54,0.33,0.3684210526315789,0.42857142857142855,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mark Climaco,0.20833333333333326,0.8881698783994927,0.4571483784237942,0.6345957011258957,0.08133333333333333,0.2488593944421402,0.0,0.6,0.0,1.0,0.0666058394160584,0.006079027355623101,0.0056657223796034,0.0,0.0,0.0,0.61,0.35000000000000003,0.01,0.02631578947368421,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Coltin Cole,0.5833333333333333,0.8881698783994927,0.4571483784237942,0.3765371881725433,0.08030917469627148,0.06191806614599995,0.05625190442334062,0.4850368188512518,0.3295918234186537,0.0818227295041728,0.46188442643217265,0.08036730814282282,0.09669277015440972,0.11356518946119323,0.19748749702310076,0.054595443833464256,0.10660990712074303,0.43958204334365325,0.29595348837209307,0.3053122697880003,0.18635231870525987,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chandler Cole,0.4748552821997105,0.8881698783994927,0.4571483784237942,0.2507676560900717,0.06838095238095239,0.0,0.0,0.27,0.0,0.4088888888888889,0.013686131386861313,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.02631578947368421,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jake Collier,0.5833333333333333,0.9493670886075949,0.7272727272727275,0.593654042988741,0.09676190476190477,0.029448361675653255,0.06573275862068965,0.51,0.43037974683544306,0.0003333333333333333,0.5802919708029197,0.24924012158054712,0.2662889518413598,0.08645533141210374,0.19230769230769232,0.05970149253731343,0.04,0.44,0.33,0.3421052631578947,0.47619047619047616,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Marcos Conrado Junior,0.875,0.8881698783994927,0.4571483784237942,0.16376663254861823,0.18457142857142858,0.07631688096225633,0.0,0.36,0.0,0.5433333333333333,0.011861313868613138,0.0,0.0,0.0,0.0,0.0,0.34,0.14,0.0,0.0,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Michael Cora,0.5416666666666667,0.8987341772151899,0.6590909090909092,0.08188331627430911,0.0024761904761904764,0.0,0.0,0.67,0.15822784810126583,0.0,0.8211678832116788,0.0006754474839581223,0.0028328611898017,0.02593659942363112,0.15384615384615385,0.0,0.0,0.29,0.04,0.05263157894736842,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cory Corbin,0.6666666666666667,0.8881698783994927,0.4571483784237942,0.3765371881725433,0.08030917469627148,0.06191806614599995,0.05625190442334062,0.4850368188512518,0.3295918234186537,0.0818227295041728,0.46188442643217265,0.08036730814282282,0.09669277015440972,0.11356518946119323,0.19748749702310076,0.054595443833464256,0.10660990712074303,0.43958204334365325,0.29595348837209307,0.3053122697880003,0.18635231870525987,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jonathan Correa,0.4748552821997105,0.8881698783994927,0.4571483784237942,0.3765371881725433,0.08030917469627148,0.06191806614599995,0.05625190442334062,0.4850368188512518,0.3295918234186537,0.0818227295041728,0.46188442643217265,0.08036730814282282,0.09669277015440972,0.11356518946119323,0.19748749702310076,0.054595443833464256,0.10660990712074303,0.43958204334365325,0.29595348837209307,0.3053122697880003,0.18635231870525987,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Waldo Cortes Acosta,0.5,0.9620253164556962,0.3409090909090913,0.5772773797338793,0.06857142857142857,0.022812111157196186,0.01939655172413793,0.53,0.37974683544303794,0.0004111111111111111,0.6386861313868613,0.13171225937183384,0.0679886685552408,0.13544668587896252,0.19230769230769232,0.07462686567164178,0.01,0.48,0.6,0.3157894736842105,0.047619047619047616,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Reyes Cortez,0.45833333333333326,0.8481012658227848,0.25,0.4196519959058342,0.14152380952380952,0.06221484861053505,0.0,0.53,0.6329113924050633,0.0,0.8211678832116788,0.03546099290780142,0.0509915014164306,0.0,0.0,0.0,0.0,0.45,0.11,0.0,0.09523809523809523,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alessandro Costa,0.33333333333333326,0.810126582278481,0.20454545454545459,0.42374616171954965,0.06666666666666668,0.01119867274989631,0.0,0.58,0.5759493670886076,0.000911111111111111,0.6003649635036497,0.05842620736237758,0.06515580736543909,0.0893371757925072,0.15384615384615385,0.029850746268656716,0.06,0.48,0.13,0.3684210526315789,0.19047619047619047,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Davi Costa,0.4748552821997105,0.8881698783994927,0.4571483784237942,0.3765371881725433,0.08030917469627148,0.06191806614599995,0.05625190442334062,0.4850368188512518,0.3295918234186537,0.0818227295041728,0.46188442643217265,0.08036730814282282,0.09669277015440972,0.11356518946119323,0.19748749702310076,0.054595443833464256,0.10660990712074303,0.43958204334365325,0.29595348837209307,0.3053122697880003,0.18635231870525987,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paulo Costa,0.5416666666666667,0.9240506329113924,0.4318181818181821,0.6366427840327533,0.12495238095238095,0.01493156366652841,0.0,0.49,0.5063291139240507,0.0005333333333333334,0.6861313868613138,0.2347180006754475,0.11331444759206799,0.12968299711815562,0.42307692307692313,0.014925373134328358,0.01,0.58,0.75,0.3684210526315789,0.19047619047619047,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Oscar Cota,0.75,0.9113924050632911,0.4318181818181821,0.03377686796315251,0.04704761904761905,0.0,0.10775862068965518,0.41000000000000003,0.37974683544303794,0.0,0.8211678832116788,0.0006754474839581223,0.0,0.008645533141210374,0.0,0.0,0.0,0.42,0.1,0.05263157894736842,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Colby Covington,0.6666666666666667,0.8987341772151899,0.4318181818181821,0.3971340839303992,0.05676190476190476,0.15719618415595188,0.01724137931034483,0.55,0.43037974683544306,5.555555555555556e-05,0.9352189781021898,0.28470111448834856,0.3031161473087819,0.3227665706051873,0.15384615384615385,0.13432835820895522,0.04,0.39,0.44,0.4473684210526315,0.19047619047619047,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paul Craig,0.6666666666666667,0.9556962025316456,0.6136363636363638,0.2507676560900717,0.05657142857142858,0.06968063044379925,0.16918103448275865,0.44,0.24050632911392406,0.00011111111111111112,0.43613138686131386,0.07328605200945627,0.1529745042492918,0.23054755043227665,0.15384615384615385,0.0,0.13,0.46,0.21,0.4473684210526315,0.38095238095238093,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Kiefer Crosbie,0.5833333333333333,0.8987341772151899,0.3409090909090913,0.8423746161719551,0.09714285714285714,0.06262961426793862,0.08189655172413794,0.53,0.6329113924050633,0.0,0.5428832116788321,0.04930766632894293,0.0481586402266289,0.0,0.19230769230769232,0.04477611940298507,0.02,0.56,0.67,0.2631578947368421,0.23809523809523808,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Jimmy Crute,0.29166666666666674,0.9367088607594937,0.5227272727272729,0.37666325486182195,0.05790476190476191,0.20074657818332642,0.21982758620689657,0.45,0.37974683544303794,0.0008444444444444444,0.3220802919708029,0.04896994258696387,0.0878186968838527,0.11815561959654178,0.19230769230769232,0.04477611940298507,0.04,0.54,0.58,0.3157894736842105,0.19047619047619047,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Dominick Cruz,0.7916666666666667,0.8607594936708861,0.25,0.40020470829068583,0.04971428571428572,0.11696391538780589,0.005387931034482759,0.71,0.5316455696202531,5.555555555555556e-05,0.9224452554744526,0.342451874366768,0.2492917847025496,0.239193083573487,0.2692307692307693,0.23880597014925373,0.01,0.33,0.43,0.631578947368421,0.19047619047619047,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Emilio Cuellar,0.4748552821997105,0.8881698783994927,0.4571483784237942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11356518946119323,0.19748749702310076,0.054595443833464256,0.10660990712074303,0.43958204334365325,0.29595348837209307,0.3053122697880003,0.18635231870525987,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Josh Culibao,0.41666666666666674,0.8860759493670886,0.4772727272727275,0.32753326509723646,0.06171428571428572,0.0,0.03556034482758621,0.5700000000000001,0.43037974683544306,0.0005555555555555556,0.7043795620437956,0.0878081729145559,0.053824362606232294,0.02593659942363112,0.19230769230769232,0.07462686567164178,0.01,0.43,0.0,0.2894736842105263,0.14285714285714285,0.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
AJ Cunningham,0.375,0.8860759493670886,0.3863636363636367,0.7840327533265098,0.22666666666666668,0.0,0.0,0.49,0.2088607594936709,0.0,0.375,0.034447821681864235,0.0084985835694051,0.0,0.15384615384615385,0.04477611940298507,0.04,0.29,0.0,0.2894736842105263,0.19047619047619047,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chris Curtis,0.7083333333333333,0.8860759493670886,0.5909090909090913,0.5895598771750256,0.11733333333333335,0.0,0.0,0.53,0.5253164556962026,0.0005333333333333334,0.6788321167883211,0.21749408983451538,0.1501416430594901,0.04899135446685879,0.6538461538461539,0.16417910447761194,0.01,0.51,0.31,0.2894736842105263,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Ion Cutelaba,0.41666666666666674,0.9240506329113924,0.5681818181818183,0.45445240532241565,0.06533333333333334,0.17295727913728742,0.0,0.47000000000000003,0.4810126582278481,0.0002777777777777778,0.4187956204379562,0.10030395136778116,0.3314447592067989,0.37463976945244953,0.46153846153846156,0.04477611940298507,0.02,0.44,0.58,0.4473684210526315,0.47619047619047616,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Diego Henrique da Silva,0.6666666666666667,0.9367088607594937,0.4571483784237942,0.25895598771750256,0.06228571428571429,0.0,0.0,0.3,0.4050632911392405,0.0,0.8211678832116788,0.009118541033434652,0.0226628895184136,0.008645533141210374,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Henrique da Silva,0.5416666666666667,0.9493670886075949,0.6363636363636367,0.3981576253838281,0.10057142857142859,0.010369141435089175,0.026939655172413795,0.4,0.13924050632911392,0.0,0.4771897810218978,0.03816278284363391,0.2351274787535411,0.11815561959654178,0.42307692307692313,0.0,0.01,0.6,0.14,0.3157894736842105,0.19047619047619047,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Henrique Da Silva Lopes,0.75,0.8881698783994927,0.4571483784237942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11356518946119323,0.19748749702310076,0.054595443833464256,0.10660990712074303,0.43958204334365325,0.29595348837209307,0.3053122697880003,0.18635231870525987,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Leonardo Damiani,0.5,0.8860759493670886,0.2954545454545454,0.17093142272262027,0.07942857142857143,0.0,0.0,0.38,0.31645569620253167,0.0,0.13138686131386862,0.0013508949679162446,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.02631578947368421,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Peter Danesoe,0.08333333333333337,0.8881698783994927,0.4571483784237942,0.4667349027635619,0.06076190476190477,0.0,0.0,0.36,0.44936708860759494,0.0038,0.14872262773722628,0.004728132387706856,0.0169971671388102,0.0,0.0,0.0,0.0,0.53,0.01,0.02631578947368421,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jarjis Danho,0.7916666666666667,0.9367088607594937,0.5454545454545454,0.345957011258956,0.1,0.021153048527581916,0.0,0.49,0.6329113924050633,0.0005666666666666667,0.5392335766423357,0.020263424518743668,0.09348441926345609,0.020172910662824207,0.2692307692307693,0.0,0.0,0.51,0.17,0.18421052631578946,0.047619047619047616,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jose Daniel Medina,0.5416666666666667,0.8881698783994927,0.4571483784237942,0.16376663254861823,0.09276190476190477,0.0,0.0,0.53,0.08860759493670886,0.0,0.8211678832116788,0.005403579871664978,0.0113314447592068,0.011527377521613832,0.0,0.0,0.0,0.26,0.0,0.0,0.047619047619047616,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Beneil Dariush,0.625,0.8860759493670886,0.4318181818181821,0.38689866939611056,0.05047619047619048,0.07880547490667772,0.09482758620689656,0.58,0.5126582278481012,0.0005666666666666667,0.48722627737226276,0.17190138466734212,0.34844192634560905,0.40922190201729103,0.19230769230769232,0.13432835820895522,0.08,0.49,0.34,0.5789473684210527,0.2857142857142857,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Chris Daukaus,0.5416666666666667,0.9493670886075949,0.6136363636363638,0.6192425793244627,0.08838095238095238,0.0,0.0,0.55,0.6329113924050633,0.003933333333333333,0.17427007299270073,0.037149611617696726,0.0368271954674221,0.0893371757925072,0.42307692307692313,0.014925373134328358,0.0,0.5,0.0,0.3157894736842105,0.3333333333333333,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Mike Davis,0.45833333333333326,0.9113924050632911,0.4545454545454546,0.0,0.0,0.0,0.0,0.07,0.012658227848101266,0.0022222222222222222,0.010036496350364963,0.0006754474839581223,0.0,0.11356518946119323,0.19748749702310076,0.054595443833464256,0.10660990712074303,0.43958204334365325,0.29595348837209307,0.3053122697880003,0.18635231870525987,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Hakeem Dawodu,0.5,0.8607594936708861,0.5,0.5578300921187309,0.0641904761904762,0.0,0.0,0.5700000000000001,0.4113924050632911,0.00012222222222222221,0.7381386861313869,0.2077001013171226,0.3229461756373938,0.01440922190201729,0.2692307692307693,0.07462686567164178,0.0,0.51,0.0,0.3421052631578947,0.19047619047619047,0.5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Grant Dawson,0.41666666666666674,0.8860759493670886,0.4318181818181821,0.30501535312180145,0.04019047619047619,0.14973040232268767,0.1411637931034483,0.46,0.36075949367088606,0.00012222222222222221,0.625912408759124,0.07159743329956096,0.1104815864022663,0.4553314121037464,0.15384615384615385,0.05970149253731343,0.13,0.53,0.38,0.5526315789473684,0.09523809523809523,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rafael de Freitas,0.7916666666666667,0.8354430379746836,0.4571483784237942,0.0,0.0,0.0,0.05625190442334062,0.4850368188512518,0.3295918234186537,0.0818227295041728,0.46188442643217265,0.08036730814282282,0.09669277015440972,0.11356518946119323,0.19748749702310076,0.054595443833464256,0.10660990712074303,0.43958204334365325,0.29595348837209307,0.3053122697880003,0.18635231870525987,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marcos Rogerio de Lima,0.7916666666666667,0.9240506329113924,0.5681818181818183,0.3787103377686797,0.05523809523809524,0.05806719203649938,0.054956896551724144,0.52,0.37341772151898733,0.000988888888888889,0.33941605839416056,0.10469436001350896,0.1048158640226629,0.2564841498559078,0.576923076923077,0.04477611940298507,0.03,0.58,0.46,0.5789473684210527,0.47619047619047616,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Leonardo De Oliveira,0.45833333333333326,0.8881698783994927,0.4571483784237942,0.10951893551688845,0.010285714285714287,1.0,0.0,0.5,0.0,0.12444444444444444,0.0009124087591240876,0.00033772374197906115,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Carl Deaton,0.5416666666666667,0.8481012658227848,0.2954545454545454,0.1566018423746162,0.03523809523809524,0.0,0.0,0.61,0.31645569620253167,0.0,0.6824817518248175,0.012495778453225262,0.0028328611898017,0.0,0.11538461538461539,0.07462686567164178,0.09,0.32,0.0,0.4473684210526315,0.3333333333333333,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jack Della Maddalena,0.29166666666666674,0.8987341772151899,0.4772727272727275,0.0,0.0,0.0,0.0,0.12,0.0189873417721519,0.0022222222222222222,0.01551094890510949,0.0006754474839581223,0.0,0.11356518946119323,0.19748749702310076,0.054595443833464256,0.10660990712074303,0.43958204334365325,0.29595348837209307,0.3053122697880003,0.18635231870525987,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Marc Diakiese,0.41666666666666674,0.8860759493670886,0.4772727272727275,0.2599795291709314,0.050285714285714295,0.13645790128577354,0.0,0.53,0.4240506329113924,0.00017777777777777779,0.6642335766423357,0.13002364066193856,0.13031161473087818,0.09221902017291066,0.23076923076923078,0.13432835820895522,0.01,0.4,0.44,0.4473684210526315,0.3333333333333333,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Blood Diamond,0.5833333333333333,0.8987341772151899,0.6136363636363638,0.3193449334698056,0.04133333333333333,0.0,0.0,0.49,0.46835443037974683,0.0,0.6322992700729927,0.01789935832489024,0.1558073654390935,0.0,0.038461538461538464,0.014925373134328358,0.01,0.55,0.0,0.07894736842105263,0.14285714285714285,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Victor Dias,0.5,0.8354430379746836,0.2954545454545454,0.29375639713408397,0.11047619047619048,0.20738282870178348,0.0,0.55,0.0,1.0,0.03010948905109489,0.0,0.028328611898016998,0.01440922190201729,0.07692307692307693,0.029850746268656716,0.45,0.42,0.08,0.0,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ozzy Diaz,0.5,0.9620253164556962,0.75,0.16888433981576254,0.07447619047619049,0.0,0.0,0.45,0.0,0.44333333333333336,0.010036496350364963,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.02631578947368421,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nick Diaz,0.8333333333333333,0.9240506329113924,0.6136363636363638,0.5844421699078813,0.07314285714285715,0.05309000414765658,0.10775862068965518,0.6,0.37974683544303794,0.0004555555555555555,0.6195255474452555,0.4809186085781831,1.0,0.28530259365994237,0.5,0.07462686567164178,0.08,0.42,0.33,0.6842105263157894,0.5238095238095237,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jhonata Diniz,0.5416666666666667,0.9620253164556962,0.7727272727272729,0.4186284544524053,0.05238095238095239,0.0,0.0,0.56,0.4430379746835443,0.0019666666666666665,0.46441605839416056,0.03309692671394799,0.0169971671388102,0.0,0.2692307692307693,0.0,0.0,0.53,0.08,0.0,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Rico DiSciullo,0.6666666666666667,0.8607594936708861,0.3863636363636367,0.17502558853633574,0.084,0.0,0.0,0.56,0.0,0.8166666666666667,0.01824817518248175,0.00033772374197906115,0.0,0.0,0.0,0.0,0.33,0.0,0.09,0.07894736842105263,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Matt Dixon,0.29166666666666674,0.8881698783994927,0.4571483784237942,0.2016376663254862,0.08685714285714285,0.1269182911654915,0.0,0.38,0.0,0.98,0.02281021897810219,0.0013508949679162446,0.0,0.0,0.0,0.0,0.44,0.3,0.09,0.02631578947368421,0.0,0.06995884773662552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
